Plant Size,Location,TRL,Upgrade Frequency,Project Duration,Production Capacity,Production Price,Selling Price,Environmental Impact,Financial Viability
28.12779398930113,1.737091198508502,3.0145053207745662,1.7853721685502661,2.2490246115273043,182.3592556576334,8.810825292439802,10.285634370065075,41.15245376700438,836.5947925590641
36.72939395561514,1.6958241514857901,2.380161158734404,2.9209949188523097,3.189911325535041,182.01402730838575,12.55946723637695,11.335290637230065,43.20821240626159,813.6739520862932
26.134185471888603,2.3365566264885964,2.231989520816395,1.8820214705047387,1.9105864310606344,158.2901331203273,13.28317349518661,14.173700705306805,42.18225972584797,761.9744493407717
61.21952525183769,1.7352196201961396,2.3407057211824194,1.3482336164299418,1.827921908423531,137.0931431675565,7.730429772489307,12.394692064574773,53.26735641700366,795.9124278381801
33.71019722356661,1.8738313654991505,3.6095361307631255,2.288371855645527,2.444976911465603,165.26436494474788,10.770659669359425,10.134739635316945,38.88477459539226,1015.5360863103717
44.56127450298213,2.4099046997983384,3.4202356306748745,1.7801384754093748,1.4050256651668989,142.6078566289147,8.163682049315689,10.38191470750295,52.37289748914444,957.7045780494437
28.913143072649795,1.5599511931200143,5.67648643627899,1.6312138443287882,1.7242193255208984,233.87767557243512,8.784498863305485,11.532619788236735,37.890878405800564,955.5329266109004
69.48284824441001,2.221694093565359,2.7813367798856574,2.571168072513598,1.9356260801148042,220.7731516666906,11.095100192058606,10.3309752318752,42.60484663622744,819.8505700446051
68.95471776548125,2.2120493690027563,3.5827610106340932,2.5822749548087023,3.288633435587068,160.5769784452218,8.041041674062424,9.70753385096908,62.2154089293452,1057.7498018043736
51.02885424612753,2.372445396869389,2.371980361978289,2.332641064964165,1.2854985602773654,201.77882934978416,9.848001772842586,12.51866024304482,36.84273500176205,1006.875029521135
41.201245885462136,1.7123697896211258,2.207318693513532,2.815762592292742,1.6177553257317998,283.0962625402712,11.245843536588003,14.396759803201768,60.16078674917479,577.1556896894726
29.84143813156053,2.305026177080427,4.241021202444374,1.6996288847806127,3.33873989433516,154.4872516756058,9.936187800838367,10.028894066251427,56.36325949160904,967.5766746365342
49.30171792104397,1.4638253848333864,3.04596759343629,2.54999930429307,2.1193213544187586,196.27375321156444,7.756157459753744,11.383751884239304,40.107481697258834,742.3953093289347
